model,method,guesser_model,board_seed,board_style,trial,status,stage,outcome,game_length,targets_found,target_recovery_rate,assassin_hit,codemaster_attempts,codemaster_rejected,codemaster_compliance_rate,codemaster_call_failures,guesser_attempts,guesser_rejected,guesser_compliance_rate,guesser_call_failures,started_at,duration_s,terminal_error,error
google/gemini-2.5-flash,translate_pipeline,anthropic/claude-haiku-4.5,0,dual_100,0,ok,,win,13,9,1.0,False,15,2,0.8666666666666667,0,21,0,1.0,0,2026-08-17T05:23:34.725748+00:00,211.537,,
google/gemini-2.5-flash,translate_pipeline,anthropic/claude-haiku-4.5,1,dual_100,0,ok,,win,10,9,1.0,False,11,1,0.9090909090909091,0,18,0,1.0,0,2026-08-17T05:29:28.338751+00:00,171.138,,
google/gemini-2.5-flash,translate_pipeline,anthropic/claude-haiku-4.5,2,dual_100,0,ok,,win,8,9,1.0,False,8,0,1.0,0,16,0,1.0,0,2026-08-17T05:34:37.733889+00:00,142.239,,
google/gemini-2.5-flash,translate_pipeline,anthropic/claude-haiku-4.5,3,dual_100,0,ok,,loss,1,1,0.1111111111111111,True,1,0,1.0,0,2,0,1.0,0,2026-08-17T05:38:38.953641+00:00,18.369,,
google/gemini-2.5-flash,translate_pipeline,anthropic/claude-haiku-4.5,4,dual_100,0,ok,,win,11,9,1.0,False,13,2,0.8461538461538461,0,19,0,1.0,0,2026-08-17T05:41:27.420320+00:00,187.504,,
google/gemini-2.5-flash,translate_pipeline,anthropic/claude-haiku-4.5,5,dual_100,0,ok,,win,8,9,1.0,False,9,1,0.8888888888888888,0,16,0,1.0,0,2026-08-17T05:44:34.941885+00:00,143.073,,
google/gemini-2.5-flash,translate_pipeline,anthropic/claude-haiku-4.5,6,dual_100,0,ok,,win,10,9,1.0,False,11,1,0.9090909090909091,0,18,0,1.0,0,2026-08-17T05:47:36.269205+00:00,175.529,,
google/gemini-2.5-flash,translate_pipeline,anthropic/claude-haiku-4.5,7,dual_100,0,ok,,loss,3,3,0.3333333333333333,True,5,2,0.6,0,6,0,1.0,0,2026-08-17T05:50:31.797226+00:00,58.303,,
google/gemini-2.5-flash,translate_pipeline,anthropic/claude-haiku-4.5,8,dual_100,0,ok,,loss,1,1,0.1111111111111111,True,1,0,1.0,0,2,0,1.0,0,2026-08-17T05:54:10.434118+00:00,18.297,,
google/gemini-2.5-flash,translate_pipeline,anthropic/claude-haiku-4.5,9,dual_100,0,ok,,win,15,9,1.0,False,17,2,0.8823529411764706,0,23,0,1.0,0,2026-08-17T05:56:06.886241+00:00,239.074,,
google/gemini-2.5-flash,translate_pipeline,anthropic/claude-haiku-4.5,0,dual_50,0,ok,,loss,2,1,0.1111111111111111,True,3,1,0.6666666666666666,0,3,0,1.0,0,2026-08-17T04:01:41.552440+00:00,33.082,,
google/gemini-2.5-flash,translate_pipeline,anthropic/claude-haiku-4.5,1,dual_50,0,ok,,win,9,9,1.0,False,14,5,0.6428571428571429,0,17,0,1.0,0,2026-08-17T04:03:57.436404+00:00,174.24,,
google/gemini-2.5-flash,translate_pipeline,anthropic/claude-haiku-4.5,2,dual_50,0,ok,,loss,9,8,0.8888888888888888,True,12,3,0.75,0,17,0,1.0,0,2026-08-17T04:08:57.638765+00:00,166.833,,
google/gemini-2.5-flash,translate_pipeline,anthropic/claude-haiku-4.5,3,dual_50,0,ok,,loss,8,7,0.7777777777777778,True,15,7,0.5333333333333333,0,15,0,1.0,0,2026-08-17T04:11:44.471768+00:00,159.425,,
google/gemini-2.5-flash,translate_pipeline,anthropic/claude-haiku-4.5,4,dual_50,0,ok,,win,8,9,1.0,False,9,1,0.8888888888888888,0,16,0,1.0,0,2026-08-17T04:18:13.916713+00:00,151.631,,
google/gemini-2.5-flash,translate_pipeline,anthropic/claude-haiku-4.5,5,dual_50,0,ok,,win,10,9,1.0,False,12,2,0.8333333333333334,0,18,0,1.0,0,2026-08-17T04:20:55.392588+00:00,180.556,,
google/gemini-2.5-flash,translate_pipeline,anthropic/claude-haiku-4.5,6,dual_50,0,ok,,win,10,9,1.0,False,12,2,0.8333333333333334,0,18,0,1.0,0,2026-08-17T04:25:59.640010+00:00,170.166,,
google/gemini-2.5-flash,translate_pipeline,anthropic/claude-haiku-4.5,7,dual_50,0,ok,,win,11,9,1.0,False,12,1,0.9166666666666666,0,19,0,1.0,0,2026-08-17T04:31:17.477010+00:00,185.85,,
google/gemini-2.5-flash,translate_pipeline,anthropic/claude-haiku-4.5,8,dual_50,0,ok,,win,8,9,1.0,False,8,0,1.0,0,16,0,1.0,0,2026-08-17T04:39:32.492299+00:00,149.517,,
google/gemini-2.5-flash,translate_pipeline,anthropic/claude-haiku-4.5,9,dual_50,0,ok,,win,8,9,1.0,False,8,0,1.0,0,16,0,1.0,0,2026-08-17T04:43:33.726454+00:00,148.106,,
google/gemini-2.5-flash,translate_pipeline,anthropic/claude-haiku-4.5,0,dual_80,0,ok,,win,10,9,1.0,False,15,5,0.6666666666666666,0,18,0,1.0,0,2026-08-17T04:46:14.791734+00:00,180.556,,
google/gemini-2.5-flash,translate_pipeline,anthropic/claude-haiku-4.5,1,dual_80,0,ok,,loss,3,1,0.1111111111111111,True,3,0,1.0,0,4,0,1.0,0,2026-08-17T04:52:27.340339+00:00,40.559,,
google/gemini-2.5-flash,translate_pipeline,anthropic/claude-haiku-4.5,2,dual_80,0,ok,,loss,6,6,0.6666666666666666,True,7,1,0.8571428571428571,0,12,0,1.0,0,2026-08-17T04:53:09.964032+00:00,109.27,,
google/gemini-2.5-flash,translate_pipeline,anthropic/claude-haiku-4.5,3,dual_80,0,ok,,win,10,9,1.0,False,10,0,1.0,0,18,0,1.0,0,2026-08-17T05:00:23.046064+00:00,176.315,,
google/gemini-2.5-flash,translate_pipeline,anthropic/claude-haiku-4.5,4,dual_80,0,ok,,loss,13,8,0.8888888888888888,True,13,0,1.0,0,21,0,1.0,0,2026-08-17T05:03:19.360710+00:00,209.557,,
google/gemini-2.5-flash,translate_pipeline,anthropic/claude-haiku-4.5,5,dual_80,0,ok,,loss,4,5,0.5555555555555556,True,5,1,0.8,0,9,0,1.0,0,2026-08-17T05:07:16.710009+00:00,85.614,,
google/gemini-2.5-flash,translate_pipeline,anthropic/claude-haiku-4.5,6,dual_80,0,ok,,loss,4,7,0.7777777777777778,True,4,0,1.0,0,11,0,1.0,0,2026-08-17T05:10:56.215396+00:00,89.191,,
google/gemini-2.5-flash,translate_pipeline,anthropic/claude-haiku-4.5,7,dual_80,0,ok,,codemaster_failure,2,2,0.2222222222222222,False,8,6,0.25,1,4,0,1.0,0,2026-08-17T05:13:49.843083+00:00,51.07,Codemaster google/gemini-2.5-flash/translate_pipeline failed after 6 attempts: clue 'פה' must not be a word already on the board,
google/gemini-2.5-flash,translate_pipeline,anthropic/claude-haiku-4.5,8,dual_80,0,ok,,win,7,9,1.0,False,9,2,0.7777777777777778,0,15,0,1.0,0,2026-08-17T05:18:20.263224+00:00,138.748,,
google/gemini-2.5-flash,translate_pipeline,anthropic/claude-haiku-4.5,9,dual_80,0,ok,,loss,6,5,0.5555555555555556,True,6,0,1.0,0,11,0,1.0,0,2026-08-17T05:21:32.356515+00:00,102.213,,
meta-llama/llama-3.3-70b-instruct,strong_hebrew,anthropic/claude-haiku-4.5,0,dual_0,0,ok,,loss,9,7,0.7777777777777778,True,10,1,0.9,0,16,0,1.0,0,2026-08-17T01:23:56.035334+00:00,164.723,,
meta-llama/llama-3.3-70b-instruct,strong_hebrew,anthropic/claude-haiku-4.5,1,dual_0,0,ok,,loss,17,8,0.8888888888888888,True,19,2,0.8947368421052632,0,25,0,1.0,0,2026-08-17T01:24:58.716452+00:00,283.13,,
meta-llama/llama-3.3-70b-instruct,strong_hebrew,anthropic/claude-haiku-4.5,2,dual_0,0,ok,,loss,5,5,0.5555555555555556,True,5,0,1.0,0,10,0,1.0,0,2026-08-17T01:28:47.318587+00:00,96.996,,
meta-llama/llama-3.3-70b-instruct,strong_hebrew,anthropic/claude-haiku-4.5,3,dual_0,0,ok,,win,12,9,1.0,False,12,0,1.0,0,19,0,1.0,0,2026-08-17T01:32:07.033036+00:00,219.192,,
meta-llama/llama-3.3-70b-instruct,strong_hebrew,anthropic/claude-haiku-4.5,4,dual_0,0,ok,,win,9,9,1.0,False,9,0,1.0,0,16,0,1.0,0,2026-08-17T01:34:51.280507+00:00,194.454,,
meta-llama/llama-3.3-70b-instruct,strong_hebrew,anthropic/claude-haiku-4.5,5,dual_0,0,ok,,win,14,9,1.0,False,14,0,1.0,0,22,0,1.0,0,2026-08-17T01:38:05.734942+00:00,262.847,,
meta-llama/llama-3.3-70b-instruct,strong_hebrew,anthropic/claude-haiku-4.5,6,dual_0,0,ok,,loss,5,3,0.3333333333333333,True,5,0,1.0,0,8,0,1.0,0,2026-08-17T01:41:25.695949+00:00,86.304,,
meta-llama/llama-3.3-70b-instruct,strong_hebrew,anthropic/claude-haiku-4.5,7,dual_0,0,ok,,loss,6,6,0.6666666666666666,True,6,0,1.0,0,12,0,1.0,0,2026-08-17T01:42:52.389948+00:00,160.918,,
meta-llama/llama-3.3-70b-instruct,strong_hebrew,anthropic/claude-haiku-4.5,8,dual_0,0,ok,,win,6,9,1.0,False,6,0,1.0,0,14,0,1.0,0,2026-08-17T01:47:04.800298+00:00,139.227,,
meta-llama/llama-3.3-70b-instruct,strong_hebrew,anthropic/claude-haiku-4.5,9,dual_0,0,ok,,loss,6,5,0.5555555555555556,True,6,0,1.0,0,11,0,1.0,0,2026-08-17T01:49:24.027024+00:00,113.095,,
meta-llama/llama-3.3-70b-instruct,strong_hebrew,anthropic/claude-haiku-4.5,0,dual_100,0,ok,,win,8,9,1.0,False,9,1,0.8888888888888888,0,16,0,1.0,0,2026-08-17T02:45:41.243284+00:00,157.624,,
meta-llama/llama-3.3-70b-instruct,strong_hebrew,anthropic/claude-haiku-4.5,1,dual_100,0,ok,,win,10,9,1.0,False,10,0,1.0,0,18,0,1.0,0,2026-08-17T02:49:29.837317+00:00,193.241,,
meta-llama/llama-3.3-70b-instruct,strong_hebrew,anthropic/claude-haiku-4.5,2,dual_100,0,ok,,win,9,9,1.0,False,12,3,0.75,0,16,0,1.0,0,2026-08-17T02:52:51.401429+00:00,219.909,,
meta-llama/llama-3.3-70b-instruct,strong_hebrew,anthropic/claude-haiku-4.5,3,dual_100,0,ok,,loss,8,3,0.3333333333333333,True,8,0,1.0,0,11,0,1.0,0,2026-08-17T02:56:31.309522+00:00,129.483,,
meta-llama/llama-3.3-70b-instruct,strong_hebrew,anthropic/claude-haiku-4.5,4,dual_100,0,ok,,win,9,9,1.0,False,9,0,1.0,0,15,0,1.0,0,2026-08-17T02:59:09.028597+00:00,150.855,,
meta-llama/llama-3.3-70b-instruct,strong_hebrew,anthropic/claude-haiku-4.5,5,dual_100,0,ok,,loss,8,7,0.7777777777777778,True,9,1,0.8888888888888888,0,15,0,1.0,0,2026-08-17T03:03:43.182407+00:00,155.316,,
meta-llama/llama-3.3-70b-instruct,strong_hebrew,anthropic/claude-haiku-4.5,6,dual_100,0,ok,,win,10,9,1.0,False,11,1,0.9090909090909091,0,18,0,1.0,0,2026-08-17T03:06:32.386809+00:00,178.874,,
meta-llama/llama-3.3-70b-instruct,strong_hebrew,anthropic/claude-haiku-4.5,7,dual_100,0,ok,,win,18,9,1.0,False,18,0,1.0,0,26,0,1.0,0,2026-08-17T03:09:31.259817+00:00,308.758,,
meta-llama/llama-3.3-70b-instruct,strong_hebrew,anthropic/claude-haiku-4.5,8,dual_100,0,ok,,loss,6,5,0.5555555555555556,True,6,0,1.0,0,11,0,1.0,0,2026-08-17T03:13:11.590973+00:00,144.543,,
meta-llama/llama-3.3-70b-instruct,strong_hebrew,anthropic/claude-haiku-4.5,9,dual_100,0,ok,,loss,6,2,0.2222222222222222,True,7,1,0.8571428571428571,0,8,0,1.0,0,2026-08-17T03:14:58.266394+00:00,84.976,,
meta-llama/llama-3.3-70b-instruct,strong_hebrew,anthropic/claude-haiku-4.5,0,dual_50,0,ok,,loss,3,4,0.4444444444444444,True,3,0,1.0,0,7,0,1.0,0,2026-08-17T01:51:17.121621+00:00,96.844,,
meta-llama/llama-3.3-70b-instruct,strong_hebrew,anthropic/claude-haiku-4.5,1,dual_50,0,ok,,win,8,9,1.0,False,8,0,1.0,0,16,0,1.0,0,2026-08-17T01:52:53.965982+00:00,174.102,,
meta-llama/llama-3.3-70b-instruct,strong_hebrew,anthropic/claude-haiku-4.5,2,dual_50,0,ok,,loss,9,7,0.7777777777777778,True,9,0,1.0,0,16,0,1.0,0,2026-08-17T01:54:37.946110+00:00,226.703,,
meta-llama/llama-3.3-70b-instruct,strong_hebrew,anthropic/claude-haiku-4.5,3,dual_50,0,ok,,win,7,9,1.0,False,7,0,1.0,0,15,0,1.0,0,2026-08-17T01:58:10.679203+00:00,159.462,,
meta-llama/llama-3.3-70b-instruct,strong_hebrew,anthropic/claude-haiku-4.5,4,dual_50,0,ok,,win,8,9,1.0,False,9,1,0.8888888888888888,0,15,0,1.0,0,2026-08-17T02:00:10.397235+00:00,189.572,,
meta-llama/llama-3.3-70b-instruct,strong_hebrew,anthropic/claude-haiku-4.5,5,dual_50,0,ok,,win,12,9,1.0,False,13,1,0.9230769230769231,0,20,0,1.0,0,2026-08-17T02:03:19.969179+00:00,227.853,,
meta-llama/llama-3.3-70b-instruct,strong_hebrew,anthropic/claude-haiku-4.5,6,dual_50,0,ok,,loss,7,7,0.7777777777777778,True,7,0,1.0,0,14,0,1.0,0,2026-08-17T02:07:20.787113+00:00,137.178,,
meta-llama/llama-3.3-70b-instruct,strong_hebrew,anthropic/claude-haiku-4.5,7,dual_50,0,ok,,win,17,9,1.0,False,20,3,0.85,0,25,0,1.0,0,2026-08-17T02:09:59.036705+00:00,269.404,,
meta-llama/llama-3.3-70b-instruct,strong_hebrew,anthropic/claude-haiku-4.5,8,dual_50,0,ok,,loss,7,8,0.8888888888888888,True,8,1,0.875,0,15,0,1.0,0,2026-08-17T02:15:00.150814+00:00,155.813,,
meta-llama/llama-3.3-70b-instruct,strong_hebrew,anthropic/claude-haiku-4.5,9,dual_50,0,ok,,win,20,9,1.0,False,20,0,1.0,0,28,0,1.0,0,2026-08-17T02:17:47.056509+00:00,373.638,,
meta-llama/llama-3.3-70b-instruct,strong_hebrew,anthropic/claude-haiku-4.5,0,dual_80,0,ok,,win,6,9,1.0,False,6,0,1.0,0,13,0,1.0,0,2026-08-17T02:19:17.376162+00:00,134.864,,
meta-llama/llama-3.3-70b-instruct,strong_hebrew,anthropic/claude-haiku-4.5,1,dual_80,0,ok,,loss,1,1,0.1111111111111111,True,1,0,1.0,0,2,0,1.0,0,2026-08-17T02:24:00.693676+00:00,16.355,,
meta-llama/llama-3.3-70b-instruct,strong_hebrew,anthropic/claude-haiku-4.5,2,dual_80,0,ok,,loss,9,8,0.8888888888888888,True,10,1,0.9,0,16,0,1.0,0,2026-08-17T02:24:34.122273+00:00,178.444,,
meta-llama/llama-3.3-70b-instruct,strong_hebrew,anthropic/claude-haiku-4.5,3,dual_80,0,ok,,win,10,9,1.0,False,10,0,1.0,0,17,0,1.0,0,2026-08-17T02:27:26.914531+00:00,190.789,,
meta-llama/llama-3.3-70b-instruct,strong_hebrew,anthropic/claude-haiku-4.5,4,dual_80,0,ok,,loss,4,3,0.3333333333333333,True,4,0,1.0,0,7,0,1.0,0,2026-08-17T02:29:57.219306+00:00,79.958,,
meta-llama/llama-3.3-70b-instruct,strong_hebrew,anthropic/claude-haiku-4.5,5,dual_80,0,ok,,loss,7,5,0.5555555555555556,True,8,1,0.875,0,12,0,1.0,0,2026-08-17T02:31:45.620579+00:00,132.025,,
meta-llama/llama-3.3-70b-instruct,strong_hebrew,anthropic/claude-haiku-4.5,6,dual_80,0,ok,,win,8,9,1.0,False,8,0,1.0,0,16,0,1.0,0,2026-08-17T02:33:57.645084+00:00,155.904,,
meta-llama/llama-3.3-70b-instruct,strong_hebrew,anthropic/claude-haiku-4.5,7,dual_80,0,ok,,win,9,9,1.0,False,9,0,1.0,0,16,0,1.0,0,2026-08-17T02:36:33.549128+00:00,173.401,,
meta-llama/llama-3.3-70b-instruct,strong_hebrew,anthropic/claude-haiku-4.5,8,dual_80,0,ok,,win,10,9,1.0,False,10,0,1.0,0,17,0,1.0,0,2026-08-17T02:38:47.865633+00:00,185.763,,
